Run!	Fugi!
There was a strong wind.	Era un vânt puternic.
These shoes fit my feet.	Acești pantofi mi se potrivesc în picioare.
They are going shopping.	Ei o să meargă la cumpărături.
They are going shopping.	Ei merg la cumpărături.
They are in the kitchen.	Ei sunt în bucătărie.
They did all they could.	Au făcut tot ce au putut.
They formed a swim team.	Au format o echipă de înot.
They formed a swim team.	Au format o echipă de natație.
They had only one child.	Ei aveau doar un singur copil.
They have two daughters.	Ei au două fiice.
They may leave tomorrow.	Ei pot pleca mâine.
They require extra help.	Ei solicită un ajutor suplimentar.
They sell fish and meat.	Ei vând pește și carne.
They set out for London.	Ei se îndreaptă către Londra.
Things got a bit hectic.	Lucrurile au devenit cam agitate.
This sounds about right.	Sună bine.
This website is useless.	Acest site este inutil.
Today's show is a rerun.	Emisiunea de astăzi este o reluare.
Tom burst into laughter.	Tom a izbucnit în râs.
Tom cleaned his glasses.	Tom și-a curățat ochelarii.
Tom deserves a vacation.	Tom are nevoie de-o vacanță.
Tom didn't plan to wait.	Tom nu a plănuit să aștepte.
Tom didn't utter a word.	Tom nu a rostit nici un cuvânt.
Tom doesn't count on me.	Tom nu se bazează pe mine.
Tom doesn't like my dog.	Lui Tom nu-i place câinele meu.
Tom doesn't like school.	Lui Tom nu-i place la școală.
Tom dressed like a girl.	Tom s-a îmbrăcat ca o fată.
Tom entered the kitchen.	Tom a intrat în bucătărie.
Tom got caught speeding.	Tom a fost prins depășind viteza.
Tom had lunch with Mary.	Tom a luat prânzul cu Mary.
Tom had no money at all.	Tom nu avea niciun ban.
Tom has to get up early.	Tom trebuie să se trezească devreme.
Tom hid under the table.	Tom s-a ascuns sub masă.
Tom is a bright student.	Tom e un student isteț.
Tom is a friend of mine.	Tom este un prieten de-al meu.
Tom is eating, isn't he?	Tom mănâncă, nu-i așa?
Tom is on medical leave.	Tom este în concediu medical.
Tom is taller than Mary.	Tom este mai înalt decât Mary.
Tom is throwing a party.	Tom dă o petrecere.
Tom is with his friends.	Tom este cu prietenii lui.
Tom knows Mary's father.	Tom îl cunoaște pe tatăl Mariei.
Tom left Mary a message.	Tom i-a lăsat lui Mary un mesaj.
Tom makes me feel young.	Tom mă face să mă simt tânăr.
Tom never listens to me.	Tom nu mă ascultă niciodată.
Tom never makes his bed.	Tom nu-şi face niciodată patul.
Tom organized the event.	Tom a organizat evenimentul.
Tom should be here soon.	Tom ar trebui să fie aici în curând.
Tom should be home soon.	Tom ar trebui să fie acasă în curând.
Tom should be in school.	Tom ar trebui să fie la școală.
Tom should've told Mary.	Tom ar fi trebuit să-i spună lui Mary.
Tom stared in disbelief.	Tom se uită cu neîncredere.
Tom wants to be a pilot.	Tom vrea să fie pilot.
Tom was beaten severely.	Tom a fost bătut serios.
Tom's room wasn't clean.	Camera lui Tom nu era curată.
Traffic has been halted.	Traficul a fost oprit.
Turn your face this way.	Întoarce-ți fața în direcția asta.
We all stood up at once.	Ne-am ridicat toţi deodată.
We all wished for peace.	Cu toţii ne dorim pace.
We felt the house shake.	Noi am simțit tremurul casei.
We have all the details.	Avem toate detaliile.
We need a new secretary.	Avem nevoie de o secretară nouă.
We roared with laughter.	Am râs cu hohote.
We should listen to Tom.	Ar trebui să-l ascultăm pe Tom.
We skied down the slope.	Noi am schiat în josul pantei.
We sometimes go fishing.	Câteodată mergem la pescuit.
We talked quite frankly.	Noi am vorbit destul de sincer.
We're sick of your lies.	Ne-am săturat de minciunile tale.
Were you home yesterday?	Ai fost acasă ieri?
What is your first name?	Care este prenumele tău?
What sports do you like?	Ce sporturi îţi plac?
What time is your train?	Când ai trenul?
Where are the restrooms?	Unde este toaleta?
Where can I find an ATM?	Unde pot găsi un bancomat?
Which team won the game?	Care echipă a câştigat meciul?
Who are you laughing at?	De cine râzi?
Who were you talking to?	Cu cine ai vorbit?
Why are you visiting us?	De ce ne vizitezi?
Why did you buy flowers?	De ce ai cumpărat flori?
Write your address here.	Scrie-ți adresa aici.
You can swim, can't you?	Poți să înoți, așa-i?
You can't make us leave.	Nu ne puteți obliga să mergem.
You don't know who I am.	Nu știi cine sunt.
You dropped your pencil.	Ți-a căzut creionul.
You hate Tom, don't you?	Îl urăști pe Tom, nu-i așa?
You left your lights on.	Ai lăsat luminile aprinse.
You may use his library.	Poți să te folosești de biblioteca lui.
You must face the facts.	Trebuie să înfrunţi realitatea.
You must pay in advance.	Trebuie să plăteşti în avans.
You said the magic word.	Ai spus cuvântul magic.
You should have done so.	Ar fi trebuit să o faci.
You should have seen it.	Ar fi trebuit să-l fi văzut.
You should quit smoking.	Ar trebui să te lași de fumat.
You shouldn't eavesdrop.	Nu ar trebui să tragi cu urechea.
You two are really kind.	Voi doi sunteți într-adevăr amabili.
You were late yesterday.	Ai întârziat ieri.
You'd better believe it.	Ai face bine să crezi asta.
You'll come to like her.	Vei ajunge s-o placi.
You're embarrassing her.	Tu o faci de râs.
You've found a good man.	Ai găsit un om bun.
You've outdone yourself.	V-ați depășit pe voi înșivă.
You've outdone yourself.	Te-ai depășit pe tine însuți.
Your voice carries well.	Ai o voce bună.
Your wish is my command.	Dorința ta este poruncă pentru mine.
A tall man came up to me.	Un bărbat înalt a venit la mine.
A tea with lemon, please.	Un ceai cu lămâie, vă rog.
Are you selling your car?	Vinzi mașina?
Aren't you working today?	Nu lucrezi astăzi?
Can't you hear the sound?	Nu poți auzi sunetul?
Come and eat your supper.	Vino și mănâncă-ți cina.
Could you drive Tom home?	Ai putea să-l conduci pe Tom acasă?
Do I need another reason?	Am nevoie de alt motiv?
Do whatever he tells you.	Faceți orice vă spune.
Do you expect a backlash?	Vă așteptați la o reacție?
Do you get paid for this?	Ești plătit pentru asta?
Do you have a dictionary?	Aveți un dicționar?
Do you know what he said?	Știi ce a spus?
Do you know where Tom is?	Știi unde este Tom?
Do you need an ambulance?	Ai nevoie de o salvare?
Do you remember who I am?	Îți amintești cine sunt?
Do you see a resemblance?	Vezi vreo asemănare?
Does that sound familiar?	Asta îți sună cunoscut?
Don't be late for school.	Nu întârzia la școală.
Don't bother to call Tom.	Nu te obosi să-l chemi pe Tom.
Don't bother to call Tom.	Nu te deranja să-l chemi pe Tom.
Don't let that worry you.	Nu lăsa asta să te preocupe.
Don't overexert yourself.	Nu te suprasolicita.
Don't scare me like that!	Nu mă mai speria așa!
Don't skip classes, okay?	Nu chiuli, bine?
Don't you move from here.	Nu te mișca de aici.
Don't you want the truth?	Nu vrei adevărul?
Enthusiasm is contagious.	Entuziasmul este contagios.
Every man has his faults.	Fiecare bărbat are defectele sale.
Excuse me for being late.	Scuză-mă că am întârziat.
Follow close behind them.	Stai aproape în spatele lor.
Give me the bill, please.	Aduceți-mi nota de plata, vă rog.
Have you come to save me?	Ai venit să mă salvezi?
He admitted his mistakes.	El și-a recunoscut greșelile.
He behaved like a madman.	El a acționat ca un lunatic.
He came down with a cold.	S-a trezit cu o răceală.
He can also speak French.	El poate de asemenea să vorbească franceza.
He can also speak French.	El poate să vorbească și franceza.
He can speak French well.	El poate să vorbească franceza bine.
He caught me by the hand.	El m-a prins de mână.
He had his share of luck.	El a avut partea lui de noroc.
He jumped over the hedge.	El a sărit peste gardul viu.
He knew he could not win.	Ştia că nu va putea câştiga.
He looked over my report.	El s-a uitat peste raportul meu.
He looks old for his age.	El arată bătrân pentru vârsta lui.
He made a will last year.	Anul trecut şi-a făcut un testament.
He put on the red jacket.	S-a îmbrăcat cu jacheta roşie.
He repeated his question.	El a repetat întrebarea sa.
He stared at the picture.	El s-a holbat la tablou.
He took part in the race.	El a luat parte la cursă.
He tried to kill himself.	El a încercat să se omoare.
He tried to learn French.	El a încercat să învețe franceza.
He wanted to be a farmer.	El dorea să fie fermier.
He was cleaning his room.	El făcea curățenie în camera lui.
He whistled as he walked.	Fluiera mergând.
He will be free tomorrow.	El va fi liber mâine.
He'd been in Kyoto twice.	Fusese in Kyoto de două ori.
His family is very large.	Familia lui e foarte numeroasă.
His father calls him Tom.	Tatăl lui îi zice Tom.
How can you be so stupid?	Cum poți fi atât de prost?
How long can I borrow it?	Pentru cât timp îl pot împrumuta?
How many hats do you own?	Câte pălării ai?
How many hats do you own?	Câte pălării deții?
I am at a loss for words.	Am rămas fără cuvinte.
I appreciate the gesture.	Apreciez gestul.
I borrowed Tom's bicycle.	Am împrumutat bicicleta lui Tom.
I can cope with bad news.	Pot face față veștilor proaste.
I can't believe I'm here.	Nu pot să cred că sunt aici.
I can't live without you.	Nu pot să trăiesc fără tine.
I can't reveal my source.	Nu-mi pot dezvălui sursele.
I can't write in Chinese.	Nu pot scrie în chineză.
I couldn't stop laughing.	Nu mă puteam opri din râs.
I didn't drink the water.	Nu am băut apa.
I don't know her address.	Nu știu adresa ei.
I don't like you anymore.	Nu te mai plac.
I don't mind hot weather.	Nu mă deranjează vremea caldă.
I don't want to go there.	Nu vreau să merg acolo.
I fail to see the reason.	Nu reușesc să văd motivul.
I fail to see the reason.	Nu reușesc să înțeleg motivul.
I go to church every day.	Mă duc la biserică în fiecare zi.
I got on the wrong train.	M-am urcat în trenul greșit.
I have a bad imagination.	Am o imaginație slabă.
I have a pair of mittens.	Am o pereche de mănuși.
I have a pair of mittens.	Am niște mănuși.
I have something for you.	Am ceva pentru tine.
I have to learn Japanese.	Trebuie sa învăţ japoneza.
I have to study tomorrow.	Trebuie să studiez mâine.
I have to work on Monday.	Trebuie să lucrez luni.
I have to write a letter.	Trebuie să scriu o scrisoare.
I heard someone knocking.	Am auzit pe cineva ciocănind.
I left my key in my room.	Mi-am lăsat cheia in cameră.
I like that tie of yours.	Îmi place cravata aia a ta.
I like the way you smile.	Îmi place cum zâmbești.
I looked in the cupboard.	M-am uitat în dulap.
I make 100 euros per day.	Câștig 100 de euro pe zi.
I must've made a mistake.	Se pare că am făcut o greşeală.
I need to rinse my mouth.	Trebuie să-mi clătesc gura.
I played with my brother.	M-am jucat cu fratele meu.
I remember what you said.	Îmi amintesc ceea ce ai spus.
I think I drank too much.	Cred că am băut prea mult.
I think I'll turn in now.	Cred că mă voi duce la culcare acum.
I think I'll turn in now.	Cred că mă voi preda acum.
I think Tom is deceitful.	Cred că Tom este fals.
I thought she was pretty.	Credeam că era drăguţă.
I told Tom to wear a tie.	I-am spus lui Tom să poarte o cravată.
I want to be a contender.	Vreau să fiu un concurent.
I want to look into this.	Vreau să examinez acest lucru.
I wanted to buy the book.	Am vrut să cumpăr cartea.
I was accustomed to heat.	Eram obișnuită cu căldura.
I was accustomed to heat.	Eram obișnuit cu căldura.
I was afraid I'd be late.	Mi-era teamă că voi întârzia.
I was robbed of my purse.	Mi s-a furat geanta.
I wish I knew what to do.	Aș vrea să știu ce să fac.
I wish I was young again.	Aș vrea să fiu tânăr din nou.
I won't let you go alone.	Nu te voi lăsa să pleci singur.
I won't let you go alone.	Nu te voi lăsa să pleci singură.
I wonder if this is love.	Mă întreb dacă asta este dragoste.
I worked a lot this week.	Am muncit mult săptămâna asta.
I worked in this factory.	Am lucrat în această fabrică.
I'd like to return a car.	Aş dori să returnez maşina.
I'm in a really bad mood.	Chiar sunt într-o pasă proastă.
I'm now living in Boston.	Acum locuiesc în Boston.
I'm really, really sorry.	Îmi pare foarte, foarte rău.
I'm sorry to disturb you.	Îmi pare rău că te deranjez.
I'm used to these things.	M-am obișnuit cu situația.
I'm very happy in Boston.	Sunt foarte fericit în Boston.
I'm very mindful of that.	Sunt foarte atent la asta.
I've got nothing to lose.	Nu am nimic de pierdut.
I've got nothing to lose.	Nu aveam nimic de pierdut.
Is a thousand yen enough?	E de-ajuns o mie de yeni?
It doesn't mean anything!	Nu înseamnă nimic!
It doesn't mean anything.	Nu înseamnă nimic!
It is unfortunately true.	Din păcate e adevărat.
It rained this afternoon.	A plouat în această după-amiază.
It sounds like a fun job.	Sună a fi o treabă distractivă.
It sounds very plausible.	Sună foarte plauzibil.
It's as clear as crystal.	Este la fel de clar ca și cristalul.
It's no longer necessary.	Nu mai este necesar.
It's no longer necessary.	Nu mai este nevoie.
It's very stuffy in here.	Este foarte sufocant aici înăuntru.
It's very stuffy in here.	Este un aer foarte închis aici înăuntru.
Leave your suitcase here.	Lasă-ți valiza aici.
Let me buy you a new one.	Lasă-mă să-ți cumpăr una nouă.
Let's catch a quick bite.	Să prindem o îmbucătură pe fugă.
Let's leave it up to him.	Să-l lăsăm pe el să decidă.
Let's pass by the church.	Să trecem de biserică.
Look out for rock slides.	Atenție la căderile de pietre.
Mother prepared us lunch.	Mama ne-a pregătit prânzul.
My father died of cancer.	Tatăl meu a murit de cancer.
My father drives to work.	Tatăl meu merge cu mașina la muncă.
My father has many books.	Tatăl meu are multe cărți.
My father is always busy.	Tatăl meu este întotdeauna ocupat.
My mother is sick in bed.	Mama me e la pat, e bolnavă.
My parents are both dead.	Părinții mei sunt amândoi morți.
Never break your promise.	Nu-ți încălca niciodată promisiunea.
Never mind what she said.	Nu contează ce a spus ea.
No one can cope with him.	Nimeni nu-i poate face față lui.
Nobody answered the door.	Nimeni nu a răspuns la ușă.
Nobody came to my rescue.	Nimeni nu a venit să mă salveze.
