"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EncPorchSF","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SalePrice"
"301",301,"60","RL",76,9591,NA,"Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","2Story",8,5,2004,2005,"Gable","VinylSd","VinylSd","BrkFace",344,"AboveAvg","Avg","PConc","AboveAvg","Avg","Av","Unf",0,"Unf",0,1143,1143,"GasA","AboveAvg","Y","SBrkr",1143,1330,0,2473,0,0,2,1,4,1,"AboveAvg",9,"Typ",1,"AboveAvg","BuiltIn",2004,"RFn",3,852,"Avg","Avg","Y",192,151,0,0,NA,NA,NA,0,10,2007,"WD",317000
"302",302,"20","RL",80,17400,NA,"Reg","Low","Inside","Mod","Mitchel","Norm","1Fam","1Story",5,5,1977,1977,"Gable","BrkFace","BrkFace","None",0,"Avg","Avg","CBlock","Avg","Avg","No","ALQ",936,"Unf",0,190,1126,"GasA","BelowAvg","Y","SBrkr",1126,0,0,1126,1,0,2,0,3,1,"Avg",5,"Typ",1,"AboveAvg","Attchd",1977,"RFn",2,484,"Avg","Avg","P",295,41,0,0,NA,NA,NA,0,5,2006,"WD",160000
"303",303,"20","RL",100,13350,NA,"IR1","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","1Story",5,5,1974,1974,"Hip","HdBoard","Plywood","None",0,"Avg","Avg","CBlock","Avg","Avg","No","ALQ",762,"Unf",0,102,864,"GasA","Avg","Y","SBrkr",894,0,0,894,1,0,1,0,3,1,"Avg",5,"Typ",1,"BelowAvg","Attchd",1974,"Unf",2,440,"Avg","Avg","Y",241,0,0,0,NA,"MnPrv",NA,0,6,2006,"WD",142500
"304",304,"20","RL",69,9920,NA,"IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",5,6,1969,1969,"Gable","HdBoard","Plywood","None",0,"Avg","Avg","CBlock","AboveAvg","Avg","Gd","ALQ",523,"Unf",0,448,971,"GasA","Avg","Y","SBrkr",971,0,0,971,0,0,1,1,3,1,"Avg",5,"Typ",1,"BelowAvg","Attchd",1969,"Unf",1,300,"Avg","Avg","Y",0,0,0,0,NA,NA,NA,0,5,2006,"WD",128500
"305",305,"190","RM",50,6000,NA,"Reg","Lvl","Inside","Gtl","OldTown","Norm","2fmCon","1.5Fin",5,4,1954,1954,"Gable","Wd Sdng","Wd Sdng","None",0,"Avg","Avg","CBlock","Avg","Avg","No","Unf",0,"Unf",0,811,811,"GasA","Avg","Y","FuseA",811,576,0,1387,0,0,2,0,3,2,"AboveAvg",7,"Typ",0,NA,"BuiltIn",1954,"Unf",1,256,"Avg","Avg","Y",0,0,0,0,NA,NA,NA,0,11,2009,"WD",93000
"306",306,"20","RL",70,8400,NA,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,3,1957,1957,"Hip","BrkFace","BrkFace","None",0,"Avg","Avg","CBlock","Avg","Avg","No","ALQ",189,"Rec",661,628,1478,"GasA","AboveAvg","Y","SBrkr",1478,0,0,1478,1,0,1,1,3,1,"Avg",6,"Typ",2,"AboveAvg","Attchd",1957,"RFn",2,442,"Avg","Avg","Y",114,0,216,0,NA,NA,NA,0,6,2009,"WD",156500
"307",307,"160","RM",21,1680,NA,"Reg","Lvl","Inside","Gtl","other","Norm","TwnhsE","2Story",6,3,1971,1971,"Gable","HdBoard","HdBoard","BrkFace",604,"Avg","Avg","CBlock","Avg","Avg","No","ALQ",358,"Unf",0,125,483,"GasA","Avg","Y","SBrkr",483,504,0,987,0,0,1,1,2,1,"Avg",5,"Typ",0,NA,"Detchd",1971,"Unf",1,264,"Avg","Avg","Y",0,0,0,0,NA,NA,NA,0,8,2008,"WD",89500
"308",308,"80","RL",88,8471,NA,"IR1","Lvl","Corner","Gtl","Sawyer","Norm","1Fam","SLvl",6,7,1977,1995,"Gable","HdBoard","Plywood","BrkFace",46,"Avg","Avg","CBlock","AboveAvg","AboveAvg","Av","ALQ",506,"Unf",0,0,506,"GasA","Avg","Y","SBrkr",1212,0,0,1212,1,0,1,0,3,1,"Avg",6,"Typ",1,"Avg","Attchd",1978,"Unf",2,492,"Avg","Avg","Y",292,12,0,0,NA,"GdWo",NA,0,7,2006,"WD",151000
"309",309,"20","RL",70,7931,NA,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,6,1960,1960,"Gable","BrkFace","Wd Sdng","None",0,"Avg","Avg","CBlock","Avg","Avg","No","BLQ",374,"LwQ",532,363,1269,"GasA","Avg","Y","FuseA",1269,0,0,1269,0,0,1,1,3,1,"Avg",6,"Typ",1,"BelowAvg","Detchd",1964,"Unf",1,308,"Avg","Avg","Y",0,0,0,0,NA,NA,NA,0,6,2008,"WD",155000
"310",310,"70","RM",59,10690,NA,"Reg","Lvl","Inside","Gtl","IDOTRR","Norm","1Fam","2Story",5,7,1920,1997,"Hip","VinylSd","VinylSd","None",0,"Avg","AboveAvg","CBlock","Avg","BelowAvg","No","Rec",456,"Unf",0,216,672,"GasA","AboveAvg","Y","FuseA",672,672,0,1344,0,0,1,0,3,1,"Avg",6,"Typ",0,NA,"Detchd",1964,"Unf",1,468,"Avg","BelowAvg","Y",0,128,218,0,NA,NA,NA,0,7,2009,"WD",147000
"311",311,"45","RM",50,6000,NA,"Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1.5Unf",6,7,1926,2004,"Gable","Wd Sdng","Wd Sdng","None",0,"AboveAvg","Avg","PConc","Avg","Avg","No","Unf",0,"Unf",0,884,884,"GasA","AboveAvg","Y","SBrkr",904,0,0,904,0,0,1,0,2,1,"Avg",4,"Typ",0,NA,"Detchd",1926,"Unf",1,180,"Avg","Avg","Y",0,0,105,0,NA,NA,NA,0,1,2009,"WD",119000
"312",312,"70","RL",79,9480,NA,"Reg","Lvl","Inside","Gtl","NAmes","Artery","1Fam","2Story",5,7,1942,1995,"Gable","MetalSd","MetalSd","Stone",224,"Avg","Avg","CBlock","Avg","Avg","No","LwQ",386,"Unf",0,342,728,"GasA","AboveAvg","Y","SBrkr",888,756,0,1644,0,0,1,1,3,1,"AboveAvg",7,"Typ",2,"AboveAvg","Attchd",1942,"Unf",1,312,"Avg","Avg","Y",168,0,0,0,NA,NA,NA,0,6,2007,"WD",146500
"313",313,"60","RL",NA,9240,NA,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story",8,5,2001,2002,"Gable","VinylSd","VinylSd","BrkFace",396,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","Unf",0,"Unf",0,1055,1055,"GasA","AboveAvg","Y","SBrkr",1055,1208,0,2263,0,0,2,1,3,1,"AboveAvg",7,"Typ",1,"Avg","BuiltIn",2001,"Fin",2,905,"Avg","Avg","Y",0,45,189,0,NA,NA,NA,0,9,2008,"WD",287000
"314",314,"60","RL",NA,10762,NA,"IR1","Lvl","CulDSac","Gtl","Gilbert","Norm","1Fam","2Story",7,5,1999,1999,"Gable","VinylSd","VinylSd","None",344,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","GLQ",694,"Unf",0,284,978,"GasA","AboveAvg","Y","SBrkr",1005,978,0,1983,0,0,2,1,3,1,"AboveAvg",9,"Typ",1,"Avg","Attchd",1999,"Fin",2,490,"Avg","Avg","Y",0,0,0,0,NA,NA,NA,0,5,2009,"WD",225000
"315",315,"50","RL",50,8405,"Grvl","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1.5Fin",5,8,1900,1950,"Gable","MetalSd","MetalSd","None",0,"Avg","Avg","BrkTil","Avg","AboveAvg","No","Rec",241,"BLQ",391,229,861,"GasA","AboveAvg","Y","SBrkr",961,406,0,1367,1,0,1,0,4,1,"Avg",7,"Typ",0,NA,"Detchd",1978,"Unf",1,384,"Avg","Avg","Y",0,130,112,0,NA,"MnPrv",NA,0,4,2008,"WD",119000
"316",316,"85","RL",60,7200,NA,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","SFoyer",5,8,1972,2003,"Gable","other","HdBoard","None",0,"Avg","AboveAvg","CBlock","AboveAvg","Avg","Av","GLQ",660,"Unf",0,108,768,"GasA","AboveAvg","Y","SBrkr",768,0,0,768,0,1,1,0,2,1,"Avg",5,"Typ",0,NA,"Detchd",1974,"Fin",1,396,"Avg","Avg","Y",192,0,0,0,NA,"MnPrv",NA,0,4,2009,"WD",133900
"317",317,"60","RL",NA,13346,NA,"IR1","Lvl","CulDSac","Gtl","NoRidge","Norm","1Fam","2Story",7,5,1992,2000,"Gable","HdBoard","HdBoard","None",0,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","GLQ",728,"Unf",0,367,1095,"GasA","AboveAvg","Y","SBrkr",1166,1129,0,2295,1,0,2,1,4,1,"AboveAvg",9,"Typ",1,"Avg","Attchd",1992,"RFn",2,590,"Avg","Avg","Y",0,40,0,0,NA,NA,NA,0,7,2006,"WD",268000
"318",318,"30","RM",51,6120,NA,"Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1Story",2,3,1936,1950,"Gable","other","other","None",0,"BelowAvg","BelowAvg","BrkTil","Avg","BelowAvg","No","Unf",0,"Unf",0,264,264,"other","BelowAvg","N","FuseA",800,0,0,800,0,0,1,0,1,1,"BelowAvg",4,"Maj1",1,"BelowAvg",NA,NA,NA,0,0,NA,NA,"N",0,0,0,0,NA,NA,NA,0,1,2009,"other",60000
"319",319,"60","RL",83,10005,NA,"Reg","Lvl","Inside","Gtl","ClearCr","Norm","1Fam","2Story",7,5,1977,1977,"Hip","Plywood","Plywood","BrkFace",299,"Avg","Avg","CBlock","AboveAvg","Avg","No","BLQ",392,"Unf",0,768,1160,"GasA","AboveAvg","Y","SBrkr",1156,866,0,2022,0,0,2,1,4,1,"Avg",8,"Typ",1,"Avg","Attchd",1977,"Fin",2,505,"Avg","Avg","Y",288,117,0,0,NA,NA,NA,0,3,2008,"WD",192000
"320",320,"20","RL",63,8487,NA,"Reg","Lvl","other","Gtl","CollgCr","Norm","1Fam","1Story",7,5,2004,2004,"Gable","VinylSd","VinylSd","BrkFace",210,"AboveAvg","Avg","PConc","AboveAvg","Avg","Av","GLQ",20,"Unf",0,1480,1500,"GasA","AboveAvg","Y","SBrkr",1500,0,0,1500,0,0,2,0,3,1,"AboveAvg",6,"Typ",0,NA,"Attchd",2004,"RFn",2,570,"Avg","Avg","Y",192,36,0,0,NA,NA,NA,0,8,2009,"WD",190000
"321",321,"50","RM",60,7200,NA,"Reg","Lvl","Corner","Gtl","IDOTRR","Norm","1Fam","1.5Fin",5,6,1938,1995,"Gable","Wd Sdng","Wd Sdng","None",0,"Avg","Avg","CBlock","Avg","Avg","No","Unf",0,"Unf",0,803,803,"GasA","AboveAvg","Y","SBrkr",803,557,0,1360,0,0,1,1,2,1,"AboveAvg",6,"Typ",0,NA,"Detchd",1951,"Unf",1,297,"Avg","Avg","Y",0,65,190,0,NA,"MnPrv",NA,0,7,2006,"WD",125500
"322",322,"20","RL",86,13286,NA,"IR1","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story",9,5,2007,2008,"Hip","CemntBd","CmentBd","Stone",340,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","GLQ",1234,"Unf",0,464,1698,"GasA","AboveAvg","Y","SBrkr",1698,0,0,1698,1,0,2,0,3,1,"AboveAvg",8,"Typ",1,"AboveAvg","Attchd",2007,"Fin",3,768,"Avg","Avg","Y",327,64,0,0,NA,NA,NA,0,2,2009,"WD",320000
"323",323,"20","RL",NA,14175,NA,"Reg","Bnk","Corner","Mod","Sawyer","Norm","1Fam","1Story",5,6,1956,1987,"Gable","CemntBd","Wd Sdng","None",0,"Avg","Avg","CBlock","Avg","Avg","No","Rec",988,"Unf",0,200,1188,"GasA","AboveAvg","Y","SBrkr",1437,0,0,1437,1,0,1,1,3,1,"Avg",6,"Min2",1,"Avg","Detchd",1999,"Unf",2,576,"Avg","Avg","Y",304,0,0,0,NA,NA,NA,0,11,2006,"WD",168000
"324",324,"70","RL",NA,11435,NA,"IR1","HLS","Corner","Mod","Crawfor","Norm","1Fam","2Story",8,7,1929,1950,"Gable","BrkFace","other","None",0,"Avg","Avg","PConc","AboveAvg","Avg","No","Unf",0,"Unf",0,792,792,"GasA","BelowAvg","Y","SBrkr",792,725,0,1517,0,0,1,0,3,1,"AboveAvg",7,"Typ",2,"AboveAvg","Detchd",1931,"Unf",2,400,"Avg","Avg","Y",0,0,0,0,NA,NA,NA,0,6,2006,"WD",230000
"325",325,"20","RL",72,10152,NA,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,1956,1956,"Hip","MetalSd","MetalSd","BrkFace",120,"Avg","Avg","CBlock","Avg","Avg","No","BLQ",586,"Unf",0,462,1048,"GasA","Avg","Y","SBrkr",1048,0,0,1048,1,0,1,0,3,1,"Avg",6,"Typ",0,NA,"Attchd",1956,"Unf",1,286,"Avg","Avg","Y",0,20,192,0,NA,NA,NA,0,6,2007,"WD",135000
"326",326,"160","RM",21,1680,NA,"Reg","Lvl","Inside","Gtl","other","Norm","Twnhs","2Story",6,7,1972,1972,"Gable","HdBoard","HdBoard","BrkFace",281,"Avg","Avg","CBlock","Avg","Avg","No","BLQ",317,"Unf",0,355,672,"GasA","AboveAvg","Y","SBrkr",672,546,0,1218,0,1,1,1,3,1,"Avg",7,"Typ",0,NA,"Detchd",1972,"Unf",1,264,"Avg","Avg","Y",0,28,0,0,NA,NA,NA,0,5,2006,"WD",118000
"327",327,"20","RL",63,8500,NA,"Reg","Lvl","other","Gtl","CollgCr","Norm","1Fam","1Story",7,5,2004,2004,"Gable","VinylSd","VinylSd","BrkFace",106,"AboveAvg","Avg","PConc","AboveAvg","Avg","Av","Unf",0,"Unf",0,1422,1422,"GasA","AboveAvg","Y","SBrkr",1422,0,0,1422,0,0,2,0,3,1,"AboveAvg",7,"Typ",0,NA,"Attchd",2004,"RFn",2,626,"Avg","Avg","Y",192,60,0,0,NA,NA,NA,0,11,2007,"WD",179600
"328",328,"50","RM",50,6000,NA,"Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1.5Fin",6,9,1937,2000,"Gable","MetalSd","MetalSd","None",0,"AboveAvg","Avg","BrkTil","Avg","Avg","No","Unf",0,"Unf",0,698,698,"GasA","Avg","Y","SBrkr",786,390,0,1176,0,0,1,0,2,1,"Avg",4,"Typ",0,NA,"Detchd",1999,"Unf",2,624,"Avg","Avg","N",210,0,0,0,NA,NA,NA,0,7,2009,"WD",134900
"329",329,"20","RL",84,12615,NA,"Reg","Lvl","Corner","Gtl","Edwards","Norm","1Fam","1Story",6,7,1950,2001,"Gable","other","Wd Shng","None",0,"Avg","Avg","CBlock","Avg","AboveAvg","Av","ALQ",477,"Unf",0,725,1202,"GasA","Avg","Y","SBrkr",2158,0,0,2158,1,0,2,0,4,1,"AboveAvg",7,"Typ",1,"AboveAvg","Attchd",1950,"Unf",2,576,"Avg","Avg","Y",0,29,39,0,NA,"MnPrv",NA,0,6,2007,"WD",243000
"330",330,"20","RL",75,11310,NA,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,5,1954,1954,"Hip","Wd Sdng","BrkFace","None",0,"Avg","Avg","CBlock","Avg","Avg","No","Unf",0,"Unf",0,1367,1367,"GasA","AboveAvg","Y","SBrkr",1375,0,0,1375,0,0,1,0,2,1,"Avg",5,"Typ",1,"Avg","Attchd",1954,"Unf",2,451,"Avg","Avg","Y",0,30,0,0,NA,NA,NA,0,6,2006,"WD",140000
"331",331,"30","RM",56,8960,"Grvl","Reg","Lvl","Inside","Gtl","OldTown","Artery","1Fam","1Story",5,6,1927,1950,"Gable","other","Wd Shng","None",0,"Avg","Avg","CBlock","Avg","Avg","No","Unf",0,"Unf",0,1008,1008,"GasA","AboveAvg","Y","FuseA",1028,0,0,1028,0,0,1,0,2,1,"Avg",5,"Typ",1,"AboveAvg","Detchd",1927,"Unf",2,360,"Avg","Avg","Y",0,0,130,0,NA,NA,NA,0,3,2010,"WD",115000
"332",332,"20","RL",NA,7340,NA,"IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",4,6,1971,1971,"Gable","HdBoard","HdBoard","None",0,"Avg","Avg","CBlock","Avg","Avg","No","ALQ",322,"Unf",0,536,858,"GasA","Avg","Y","SBrkr",858,0,0,858,0,0,1,0,2,1,"Avg",4,"Typ",0,NA,"Detchd",1979,"Unf",1,684,"Avg","Avg","Y",0,0,0,0,NA,NA,NA,0,6,2007,"WD",110000
"333",333,"90","RL",78,10530,NA,"Reg","Lvl","Inside","Gtl","Mitchel","Norm","Duplex","SFoyer",6,5,1977,1977,"Gable","Plywood","other","BrkFace",90,"Avg","Avg","CBlock","AboveAvg","Avg","Gd","GLQ",975,"Unf",0,0,975,"GasA","Avg","Y","SBrkr",1004,0,0,1004,1,0,1,0,2,1,"Avg",4,"Typ",0,NA,"Attchd",1977,"Unf",2,504,"Avg","Avg","Y",0,0,0,0,NA,NA,NA,0,5,2006,"WD",135000
"334",334,"20","RL",80,10000,NA,"Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story",5,6,1973,2000,"Gable","HdBoard","HdBoard","None",0,"Avg","Avg","CBlock","AboveAvg","Avg","No","BLQ",1084,"Unf",0,92,1176,"GasA","AboveAvg","Y","SBrkr",1178,0,0,1178,0,1,1,1,3,1,"AboveAvg",5,"Typ",1,"BelowAvg","Attchd",1973,"Unf",2,439,"Avg","Avg","Y",224,0,0,0,NA,"MnPrv",NA,0,11,2008,"WD",157000
"335",335,"80","RL",NA,10246,NA,"IR1","Lvl","CulDSac","Gtl","Sawyer","Norm","1Fam","SLvl",4,9,1965,2001,"Gable","VinylSd","VinylSd","None",0,"Avg","AboveAvg","CBlock","Avg","AboveAvg","Av","GLQ",648,"Unf",0,0,648,"GasA","AboveAvg","Y","SBrkr",960,0,0,960,1,1,0,0,0,1,"Avg",3,"Typ",0,NA,"Attchd",1965,"Unf",1,364,"Avg","Avg","Y",88,0,0,0,NA,NA,NA,0,5,2006,"WD",145000
"336",336,"50","RL",81,15593,NA,"Reg","Lvl","Corner","Gtl","ClearCr","Norm","1Fam","1.5Fin",7,4,1953,1953,"Gable","BrkFace","other","None",0,"AboveAvg","Avg","CBlock","Avg","Avg","No","BLQ",603,"Unf",0,701,1304,"other","Avg","Y","SBrkr",1304,983,0,2287,0,0,2,0,3,1,"Avg",7,"Typ",1,"Avg","Attchd",1953,"Fin",2,667,"Avg","Avg","Y",0,21,114,0,NA,NA,NA,0,7,2006,"WD",225000
"337",337,"20","RL",90,10768,NA,"IR1","Lvl","Corner","Gtl","other","Norm","1Fam","1Story",5,8,1976,2004,"Gable","Plywood","Plywood","None",0,"AboveAvg","AboveAvg","CBlock","AboveAvg","Avg","Gd","ALQ",1157,"Unf",0,280,1437,"GasA","Avg","Y","SBrkr",1437,0,0,1437,1,0,2,0,3,1,"AboveAvg",6,"Typ",1,"BelowAvg","Attchd",1976,"RFn",2,528,"Avg","Avg","Y",0,21,180,0,NA,NA,NA,0,7,2007,"WD",218000
"338",338,"50","RL",75,12508,NA,"IR1","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","1.5Fin",6,7,1940,1985,"Gable","VinylSd","VinylSd","None",0,"Avg","Avg","CBlock","AboveAvg","Avg","Mn","ALQ",660,"Unf",0,323,983,"GasA","AboveAvg","Y","SBrkr",983,767,0,1750,1,0,2,0,4,1,"Avg",7,"Mod",0,NA,"Attchd",1989,"Unf",1,423,"Avg","Avg","Y",245,0,156,0,NA,NA,"Shed",1300,7,2008,"WD",160000
"339",339,"60","FV",85,10625,NA,"Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","2Story",7,5,2005,2005,"Gable","CemntBd","CmentBd","None",0,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","Unf",0,"Unf",0,1026,1026,"GasA","AboveAvg","Y","SBrkr",1026,932,0,1958,0,0,2,1,3,1,"AboveAvg",9,"Typ",1,"AboveAvg","Attchd",2005,"Fin",3,936,"Avg","Avg","Y",154,210,0,0,NA,NA,NA,0,7,2008,"WD",250000
"340",340,"60","RL",93,11999,NA,"Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","2Story",8,5,2003,2004,"Hip","VinylSd","VinylSd","BrkFace",340,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","Unf",0,"Unf",0,1181,1181,"GasA","AboveAvg","Y","SBrkr",1234,1140,0,2374,0,0,2,1,4,1,"AboveAvg",10,"Typ",1,"AboveAvg","BuiltIn",2003,"Fin",3,656,"Avg","Avg","Y",104,100,0,0,NA,NA,NA,0,5,2007,"WD",285000
"341",341,"60","RL",NA,11050,NA,"Reg","Lvl","Inside","Gtl","CollgCr","PosN","1Fam","2Story",9,5,2000,2000,"Hip","VinylSd","VinylSd","BrkFace",204,"AboveAvg","Avg","PConc","AboveAvg","Avg","Mn","GLQ",904,"Unf",0,536,1440,"GasA","AboveAvg","Y","SBrkr",1476,677,0,2153,1,0,2,1,3,1,"AboveAvg",8,"Typ",2,"AboveAvg","Attchd",2000,"Fin",3,736,"Avg","Avg","Y",253,142,0,0,NA,NA,NA,0,5,2009,"WD",313000
"342",342,"30","RM",52,6240,"Grvl","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","1Fam","1.5Fin",4,5,1925,1950,"Gable","MetalSd","MetalSd","None",0,"Avg","Avg","CBlock","Avg","Avg","No","BLQ",152,"Unf",0,628,780,"GasA","Avg","Y","FuseA",848,0,360,1208,0,0,1,0,2,1,"Avg",5,"Typ",0,NA,"Detchd",1962,"Unf",2,539,"Avg","Avg","Y",0,23,112,0,NA,NA,NA,0,1,2009,"WD",103000
"343",343,"190","RL",NA,32463,NA,"Reg","Low","Inside","Mod","Mitchel","Norm","2fmCon","1Story",4,4,1961,1975,"Gable","MetalSd","MetalSd","Stone",149,"Avg","AboveAvg","CBlock","Avg","Avg","Av","BLQ",1159,"Unf",0,90,1249,"GasA","AboveAvg","Y","SBrkr",1622,0,0,1622,1,0,1,0,3,1,"Avg",7,"Typ",1,"Avg","2Types",1975,"Fin",4,1356,"Avg","Avg","Y",439,0,0,0,NA,NA,NA,0,3,2007,"WD",168000
"344",344,"20","RL",74,8892,NA,"Reg","Lvl","Corner","Gtl","NAmes","Norm","1Fam","1Story",5,7,1953,1996,"Gable","other","Wd Shng","None",0,"AboveAvg","Avg","other","Avg","Avg","Av","Unf",0,"Unf",0,105,105,"GasA","AboveAvg","Y","SBrkr",910,0,0,910,0,0,1,0,3,1,"AboveAvg",5,"Typ",0,NA,"Attchd",1953,"Unf",2,414,"Avg","Avg","Y",196,0,150,0,NA,"GdWo",NA,0,10,2008,"WD",116000
"345",345,"60","RL",NA,9375,NA,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story",8,5,2002,2002,"Gable","VinylSd","VinylSd","BrkFace",149,"AboveAvg","Avg","PConc","AboveAvg","Avg","No","Unf",0,"Unf",0,1284,1284,"GasA","AboveAvg","Y","SBrkr",1284,885,0,2169,0,0,2,1,3,1,"AboveAvg",7,"Typ",1,"AboveAvg","Attchd",2002,"RFn",2,647,"Avg","Avg","Y",192,87,0,0,NA,NA,NA,0,8,2007,"WD",228500
"346",346,"70","RL",60,7200,NA,"Reg","HLS","Inside","Mod","Crawfor","Norm","1Fam","2Story",7,6,1931,2000,"Gable","other","Wd Shng","None",0,"Avg","BelowAvg","BrkTil","AboveAvg","Avg","No","Unf",0,"Unf",0,776,776,"GasA","Avg","Y","SBrkr",851,651,0,1502,0,0,1,1,3,1,"Avg",6,"Typ",1,"AboveAvg","Attchd",1931,"RFn",1,270,"Avg","Avg","P",0,0,112,0,NA,"MnPrv",NA,0,2,2008,"WD",149000
"347",347,"20","RL",80,11900,NA,"IR1","Lvl","Corner","Gtl","NAmes","Norm","1Fam","1Story",6,5,1957,1957,"Gable","HdBoard","HdBoard","BrkFace",387,"Avg","Avg","CBlock","Avg","Avg","No","Rec",1040,"Unf",0,352,1392,"GasA","Avg","Y","FuseA",1392,0,0,1392,1,0,1,1,3,1,"Avg",6,"Typ",2,"AboveAvg","Attchd",1957,"RFn",2,458,"Avg","Avg","Y",0,0,192,0,NA,NA,NA,0,6,2008,"WD",166000
"348",348,"60","RL",NA,11250,NA,"Reg","Lvl","Corner","Gtl","CollgCr","Norm","1Fam","2Story",8,5,2002,2002,"Gable","CemntBd","CmentBd","None",0,"AboveAvg","Avg","PConc","AboveAvg","Avg","Mn","Unf",0,"Unf",0,1128,1128,"GasA","AboveAvg","Y","SBrkr",1149,1141,0,2290,0,0,2,1,4,1,"AboveAvg",9,"Typ",1,"AboveAvg","Attchd",2002,"Unf",2,779,"Avg","Avg","Y",0,0,0,0,NA,NA,NA,0,5,2008,"WD",255900
"349",349,"60","RL",NA,13869,NA,"IR2","Lvl","Corner","Gtl","Gilbert","Norm","1Fam","2Story",6,6,1997,1997,"Gable","VinylSd","VinylSd","None",0,"Avg","Avg","PConc","AboveAvg","Avg","Av","GLQ",182,"Unf",0,612,794,"GasA","AboveAvg","Y","SBrkr",794,676,0,1470,0,1,2,0,3,1,"Avg",6,"Typ",0,NA,"Attchd",1997,"Fin",2,388,"Avg","Avg","Y",0,75,0,0,NA,NA,NA,0,7,2007,"WD",177000
"350",350,"60","RL",65,7153,NA,"Reg","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","2Story",6,5,1992,1992,"Gable","VinylSd","VinylSd","None",0,"AboveAvg","AboveAvg","PConc","AboveAvg","Avg","No","ALQ",387,"Unf",0,374,761,"GasA","AboveAvg","Y","SBrkr",810,793,0,1603,0,0,2,1,3,1,"AboveAvg",7,"Typ",0,NA,"Attchd",1992,"RFn",2,484,"Avg","Avg","Y",0,124,0,0,NA,NA,NA,0,7,2006,"WD",175900
"351",351,"60","RL",NA,13517,NA,"IR1","Lvl","CulDSac","Gtl","Sawyer","RR","1Fam","2Story",6,8,1976,2005,"Gable","HdBoard","Plywood","BrkFace",289,"AboveAvg","Avg","CBlock","Avg","Avg","No","GLQ",533,"Unf",0,192,725,"GasA","AboveAvg","Y","SBrkr",725,754,0,1479,0,0,2,1,3,1,"AboveAvg",6,"Typ",0,NA,"Attchd",1976,"RFn",2,475,"Avg","Avg","Y",0,44,0,0,NA,NA,NA,0,3,2010,"WD",130500
"352",352,"160","RM",21,1936,NA,"Reg","Lvl","Inside","Gtl","other","Norm","Twnhs","SFoyer",4,6,1970,1970,"Gable","CemntBd","CmentBd","None",0,"Avg","Avg","CBlock","AboveAvg","Avg","Av","BLQ",131,"GLQ",499,0,630,"GasA","AboveAvg","Y","SBrkr",630,0,0,630,1,0,1,0,1,1,"Avg",3,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,0,0,0,NA,"MnPrv",NA,0,12,2007,"WD",84500
